teamId,abbreviation,displayName,slug,seasonType,eventId,teamOrder,possessionPct,foulsCommitted,yellowCards,redCards,offsides,wonCorners,saves,totalShots,shotsOnTarget,shotPct,penaltyKickGoals,penaltyKickShots,accuratePasses,totalPasses,passPct,accurateCrosses,totalCrosses,crossPct,totalLongBalls,accurateLongBalls,longballPct,blockedShots,effectiveTackles,totalTackles,tacklePct,interceptions,effectiveClearance,totalClearance,updateTime
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707058,0,69.3,11.0,1.0,0.0,0.0,6.0,2.0,16.0,5.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,7.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-04-20 15:46:12
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707070,1,48.0,16.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.2,1.0,1.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-04-30 04:53:58
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707075,0,40.6,15.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.6,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,0.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-05-05 05:00:05
3171,CLE,Clermont Foot,fra.clermont_foot,12695,707089,1,52.9,7.0,2.0,0.0,0.0,12.0,2.0,8.0,2.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-05-13 04:52:45
398,SHU,Sheffield United,eng.sheff_utd,12713,707624,1,54.4,14.0,0.0,0.0,3.0,6.0,2.0,11.0,3.0,0.3,0.0,0.0,345.0,424.0,0.8,4.0,15.0,0.3,59.0,25.0,0.4,1.0,12.0,19.0,0.6,9.0,19.0,19.0,2024-08-11 08:14:33
301,LTN,Luton Town,eng.luton,12713,707634,0,58.0,11.0,2.0,0.0,2.0,5.0,2.0,10.0,3.0,0.3,0.0,0.0,340.0,402.0,0.8,4.0,23.0,0.2,57.0,27.0,0.5,5.0,14.0,19.0,0.7,8.0,17.0,17.0,2024-08-14 08:15:53
379,BUR,Burnley,eng.burnley,12713,707634,1,42.0,17.0,3.0,0.0,3.0,4.0,2.0,11.0,6.0,0.5,0.0,0.0,232.0,293.0,0.8,1.0,13.0,0.1,52.0,21.0,0.4,2.0,14.0,18.0,0.8,5.0,34.0,34.0,2024-08-14 08:15:53
379,BUR,Burnley,eng.burnley,12713,707636,0,48.4,19.0,2.0,0.0,0.0,2.0,4.0,9.0,4.0,0.4,0.0,0.0,431.0,489.0,0.9,2.0,5.0,0.4,35.0,18.0,0.5,1.0,11.0,15.0,0.7,10.0,18.0,18.0,2024-08-18 04:18:38
301,LTN,Luton Town,eng.luton,12713,707641,1,33.6,12.0,2.0,1.0,3.0,4.0,6.0,9.0,4.0,0.4,0.0,0.0,186.0,273.0,0.7,3.0,12.0,0.3,74.0,20.0,0.3,2.0,8.0,13.0,0.6,9.0,10.0,10.0,2024-08-18 04:18:36
398,SHU,Sheffield United,eng.sheff_utd,12713,707642,0,50.7,15.0,2.0,0.0,1.0,4.0,1.0,14.0,3.0,0.2,0.0,0.0,358.0,434.0,0.8,5.0,15.0,0.3,57.0,28.0,0.5,7.0,7.0,14.0,0.5,3.0,24.0,24.0,2024-08-19 04:17:26
